"file" "checksum"
"content/step_1/conceptsetdataset.Rmd" "c9aad040f1f8540acbb9064ae5881ec6"
"content/step_1/D3_clean_spells.Rmd" "793c1e0f7461396ab9e579a67fe5da63"
"content/step_1/D3_events_DEATH.Rmd" "0e55492b591d318e2e64f5039ea819ce"
"content/step_1/D3_output_spells_category.Rmd" "2f0087ac1ae6d9fc1528a57e5baa0e28"
"content/step_1/D3_persons.Rmd" "1137c1a7ff845404199c62ddcec0c606"
"content/step_1/D3_selection_criteria_from_PERSONS_to_source_population.Rmd" "1ac8e04cfa8346bbf500ad1f525622b2"
"content/step_2/D4_source_population.Rmd" "d5d2c9b37740c0b3682659055ca0b164"
"content/step_2/Flowchart_exclusion_criteria.Rmd" "f11d819ad80ceeadf290e4d9f634e999"
"content/step_3/D3_cohort_ImmDis.Rmd" "b9b742a07cd04a7d758596b338a59607"
"content/step_3/D3_events_SECCOMP_complex.Rmd" "45e106a5740073feaa60661ab8d23743"
"content/step_3/D3_TD_condition.Rmd" "129a47498af0c7905b6646c18f8827ed"
"content/step_3/Flowchart_exclusion_criteria_ImmDis.Rmd" "ce4e5fbea887c5c6e2fbb382f25c76ab"
"content/step_4/D4_persontime_Cube_ImmDis.Rmd" "56dd3d1b7945a8e94c3f5fd700fe4905"
"content/step_4/D4_persontime_ImmDis.Rmd" "8df627e7452b9f117a560ee022a086ad"
"content/step_5/D5_Table_1_Attrition_ImmDis.Rmd" "35c944a927f1ee1db6fcf09f69588a5a"
"content/step_5/D5_Table_2_Cohort_characteristics_ImmDis.Rmd" "00d23176039f367545103b5964022185"
"content/step_5/D5_Table_3_Covariates_ImmDis.Rmd" "270d7f0795d0807ab1cc088d4567e3f7"
"content/step_5/D5_Table_4_IR_ImmDis.Rmd" "09033f4f12942e444ddeb17b42605eee"
"content/step_6/D6_Table_1_Attrition_ImmDis.Rmd" "e668cde32f29c9b24cfede9930a1ae06"
"content/step_6/D6_Table_2_Cohort_characteristics_ImmDis.Rmd" "f1fc8e2426979945b2bc713a090d3bd5"
"content/step_6/D6_Table_3_Covariates_ImmDis.Rmd" "3faae6be97a0e8a596731d0e14a942c9"
"content/step_6/D6_Table_4_IR_ImmDis.Rmd" "0c99564332a37a48aea21f08369b75e9"
